,canonicalUrl,push_tag,commentId,commentContent,commentTime
2,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,→,vincent1985,系,111.82.6.55 03/05 09:51
3,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,winnietslock,透明到底是什麼感覺,223.136.200.82 03/05 10:28
4,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,castawil,打光強到你能透過皮膚看到皮下微血管吧,114.137.93.156 03/05 10:36
5,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,噓,qaz12453,沒透明啊 反詐騙,101.12.133.187 03/05 10:41
6,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,pukai,奶是真的嗎 但好可愛,223.141.197.108 03/05 10:57
7,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,Dvdkuo,夠騷,223.137.72.29 03/05 11:27
8,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,youwilldie,超透明 都看到內臟了,101.15.196.111 03/05 11:46
9,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,k7881683,鄰家給推,175.182.11.165 03/05 12:31
10,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,earltyro,弱弱的問：她舊名是什麼？,58.96.221.212 03/05 12:47
11,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,f051372,幾張有羅百吉的神韻,125.227.5.222 03/05 13:02
12,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,NocturneBoy,透明,49.216.189.243 03/05 13:16
13,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,cokelime,透明系是要拍透明人系列嘛,223.136.243.21 03/05 13:57
14,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,mingdao,假,61.221.54.101 03/05 13:57
15,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,eggman255,有點像羅百吉,220.134.184.209 03/05 14:28
16,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,→,Giantin,自動門感應不到的程度,114.136.47.88 03/05 15:26
17,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,→,z322,眉毛,114.26.161.121 03/05 16:07
18,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,→,dbjdx,蠻可愛跟漂亮,175.182.192.100 03/05 16:49
19,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,kevindai10,樓上好英文,39.9.231.178 03/05 17:23
20,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,cscscsxdd,她的片好看欸我覺得正,223.137.83.31 03/05 17:35
21,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,earltyro,樓上Z大要enter water barrel嗎,58.96.221.212 03/05 17:37
22,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,→,alie1003,透視係少女,118.150.81.181 03/05 21:28
23,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,TungHan8787,眼睛有一種說不出的不對稱感,39.10.42.74 03/05 22:15
24,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,revise,樓上，其實很少有人的眼睛是完美對稱的,117.19.196.162 03/05 23:18
25,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,josh99003,透明啥意思,125.231.249.87 03/05 23:25
26,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,bread220,假的啦，有夠硬,61.57.103.219 03/06 01:19
27,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,→,DareJ,又來騙,36.229.220.94 03/06 03:29
28,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,arkdj,這個有F？日杯真的很歡樂,114.44.133.242 03/06 07:45
29,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,→,aassdd926,影片不行 有點騙,36.225.39.223 03/06 11:09
30,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,STEADYYJI3,宇多田加羅百吉,49.216.66.113 03/06 15:02
31,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,av8d2124,蠻可愛的,27.247.139.155 03/06 16:01
32,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,SEVEnMonth,阿明,101.12.172.7 03/06 19:20
0,https://www.ptt.cc/bbs/Beauty/M.1583374764.A.06F.html,推,hjbhab,頭香,1.165.175.148 03/05 10:25
1,https://www.ptt.cc/bbs/Beauty/M.1583374764.A.06F.html,推,benny614017,Bananice,223.141.179.148 03/05 10:34
2,https://www.ptt.cc/bbs/Beauty/M.1583374764.A.06F.html,推,SoQXuanChi,可搜終降成為你的舞台劇,140.112.244.107 03/05 19:24
0,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,abcd1111,想在她老公面前把她壓在桌上從後面督促,49.216.167.91 03/05 00:14
1,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,abcd1111,她們練習安培右手定律,49.216.167.91 03/05 00:14
2,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,推,zss40401,masturbatable,101.9.192.193 03/05 17:02
3,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,WARgame723,之前說有流出，結果根本沒半點東西，,111.82.169.211 03/05 17:56
4,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,WARgame723,自己炒作的吧,111.82.169.211 03/05 17:56
5,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,Arnol,滾,61.223.42.48 03/05 10:26
6,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,owo0204,安培跟三角函數都不行,180.217.136.104 03/05 10:38
7,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,下一篇是微積分嗎,180.217.136.104 03/05 10:38
8,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,ClownT,物理定律全都水桶,101.9.244.131 03/05 10:45
9,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,推,NikonD5,超越物理的版皇,211.75.169.243 03/05 10:49
10,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,NikonD5,推錯補噓,211.75.169.243 03/05 10:51
11,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,oldpoet,亞里士多德？,223.137.100.45 03/05 10:54
12,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,ufo123413,物理霧裡,111.240.0.244 03/05 10:55
13,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,dfgtt0329,哪一天不滾，這些就會一種存在,106.105.24.166 03/05 10:56
14,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,推,eric761201,安培右手都出來了XD,117.19.169.141 03/05 11:03
15,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,davidtai12,數理錯了嗎,110.28.6.20 03/05 11:16
16,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,推,mvpdirk712,沒人講冷次定律嗎?那我要開先河了,1.161.167.47 03/05 11:23
17,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,推,adgbw8728,有人要練習簡諧運動嗎,223.137.93.11 03/05 11:36
18,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,Aceplayer,這哪邊意淫啦,42.76.220.223 03/05 11:38
19,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,Kyle5566,可憐哪,110.26.160.58 03/05 11:46
20,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,推,imsphzzz,噁男們又要崩潰了,180.204.172.1 03/05 12:00
21,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,owo0204,樓上喜歡這種管理方式很適合搬去中國哦,180.217.136.104 03/05 12:08
22,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,davidtai12,親友團下去吧 就你們幾個在推,110.28.6.20 03/05 12:08
23,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,zer0319,這就故意的,223.137.52.40 03/05 12:11
24,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,推,a741085,好  那我用佛萊明右手定律可以ㄇ?,59.127.54.159 03/05 12:12
25,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,dindaofay,只有在水桶的時候很有效率，有鄉民要,180.204.108.208 03/05 12:12
26,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,dindaofay,跟你公開答辯倒是閃得很遠，版主權責,180.204.108.208 03/05 12:12
27,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,dindaofay,自助餐？,180.204.108.208 03/05 12:12
28,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,推,mvpdirk712,cross5566跟他答辯他就中離了，哈,1.161.167.47 03/05 12:15
29,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,推,imsphzzz,噁男們就跟那種同伴被抓後，在警局外聚,111.242.210.46 03/05 12:19
30,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,imsphzzz,眾叫囂的8+9社會底層人渣一樣,111.242.210.46 03/05 12:19
31,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,imsphzzz,好可憐,111.242.210.46 03/05 12:20
32,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,imsphzzz,難怪整天在這裡意淫發噁文,111.242.210.46 03/05 12:20
33,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,yuanchihwu,呵呵,223.140.248.7 03/05 12:22
34,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,yeng1217,zzzzz,42.73.6.123 03/05 12:26
35,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,推,roach520,推就親友？看一堆阿宅取暖感覺好笑，版,110.26.0.66 03/05 12:36
36,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,roach520,主努力繼續捅,110.26.0.66 03/05 12:36
37,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,推,Krishna,安培定律XD,192.198.168.40 03/05 12:38
38,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,owo0204,好了啦ims跟roach,180.217.136.104 03/05 12:45
39,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,推,imsphzzz,好了啦崩潰仔,111.242.210.46 03/05 12:58
40,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,owo0204,一片噓就你們幾個在推  沒發現?,180.217.136.104 03/05 13:01
41,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,這種版皇也挺的下去,180.217.136.104 03/05 13:01
42,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,thewtf,文組崩潰,49.216.65.185 03/05 13:14
43,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,MrSTRenGE,信徒們要推就推吧 我來平衡的,180.217.233.191 03/05 13:20
44,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,rantce1021,版蝗討厭英數理喔 你各位不要不要再惹,39.9.67.231 03/05 13:23
45,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,rantce1021,牠生氣了,39.9.67.231 03/05 13:23
46,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,RG5678,各種比喻XD,223.140.175.132 03/05 14:43
47,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,Xaious,幹笑死,223.137.3.196 03/05 15:25
48,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,cpomax,這我可以但還是噓,120.107.167.186 03/05 16:15
49,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,s87879961,純噓親友團,42.77.193.81 03/05 16:38
50,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,never1302,要下台了沒,180.204.64.81 03/05 17:14
51,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,Zhang274,主觀判決之後的結果，一堆擦邊球,118.166.69.237 03/05 17:15
52,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,Gusteau,滾囉,42.77.13.198 03/05 17:20
53,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,推,willie7878,好奇問一下 覺得這些言論不構成意淫,223.136.69.118 03/05 17:32
54,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,willie7878,的敢不敢當面對著當事人說啊嘻嘻？,223.136.69.118 03/05 17:32
55,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,danhunter,嘿嘿嘿,223.141.58.146 03/05 17:41
56,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,推,s87879961,好奇問一下  覺得這些言論很意淫的敢,42.77.193.81 03/05 17:52
57,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,s87879961,不敢去跟本人講 而不是只會在這邊嘴砲,42.77.193.81 03/05 17:52
58,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,s87879961,啊嘻嘻,42.77.193.81 03/05 17:52
59,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,gen001,這麼故意，被桶也是活該,125.227.35.6 03/05 18:50
60,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,這邊是網路，不是本人面前,180.217.136.104 03/05 19:20
61,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,邏輯死了還是被狗吃了?,180.217.136.104 03/05 19:20
62,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,推,willie7878,所以網路言論不受現實規範約束喔？到,223.136.69.118 03/05 19:24
63,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,willie7878,底是誰邏輯壞死？,223.136.69.118 03/05 19:24
64,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,owo0204,你說什麼瘋狂做愛怎樣的,180.217.136.104 03/05 19:33
65,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,的確噁心，我認同需要管,180.217.136.104 03/05 19:33
66,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,相信現在噓的大部分也沒意見,180.217.136.104 03/05 19:33
67,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,啊說個安培右手還是三角函數還是背單字,180.217.136.104 03/05 19:33
68,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,還是揉麵團也判定意淫會不會太誇張?,180.217.136.104 03/05 19:33
69,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,版皇覺得意淫就意淫?,180.217.136.104 03/05 19:33
70,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,更何況有人發什麼言論那也是那個人跟圖,180.217.136.104 03/05 19:33
71,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,片裡的事主之間的事，每個人為自己言論,180.217.136.104 03/05 19:33
72,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,負責,180.217.136.104 03/05 19:33
73,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,但我不認為一個版主可以主觀覺得意淫就,180.217.136.104 03/05 19:33
74,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,把文字完全沒有提到猥褻用語的判定意淫,180.217.136.104 03/05 19:33
75,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,水桶,180.217.136.104 03/05 19:33
76,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,版主是別人肚子裡的蛔蟲?,180.217.136.104 03/05 19:33
77,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,原來有人到現在還搞不懂這版主每篇被噓,180.217.136.104 03/05 19:34
78,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,爆的原因,180.217.136.104 03/05 19:34
79,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,推,willie7878,所以我就問你敢不敢去當事人面前說要,223.136.69.118 03/05 19:40
80,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,willie7878,把他壓在桌上教他安培右手定則啊,223.136.69.118 03/05 19:40
81,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,推,owo0204,這言論跟以前OLG嗆敢不敢約出來講87%像,180.217.136.104 03/05 19:48
82,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,欸,180.217.136.104 03/05 19:48
83,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,本人面前你要先去叫本人來啊不然怎麼講,180.217.136.104 03/05 19:48
84,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,zzz,180.217.136.104 03/05 19:48
85,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,本人有意見本人完全可以去告abcd1111啊,180.217.136.104 03/05 19:49
86,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,這根本不是版主可以玩讀心術的理由吧,180.217.136.104 03/05 19:49
87,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,推,willie7878,如果你認為在現實中看到一個正妹並在,223.136.69.118 03/05 19:50
88,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,willie7878,公共場合嚷嚷想把他壓在桌上練習安培,223.136.69.118 03/05 19:50
89,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,willie7878,右手定則不算性騷騷或意淫的話再來談,223.136.69.118 03/05 19:50
90,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,willie7878,什麼板主主觀認定,223.136.69.118 03/05 19:50
91,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,willie7878,啊意淫條款就是非常多本人出來反應之,223.136.69.118 03/05 19:52
92,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,willie7878,後的產物啊 邏輯打結嗎？,223.136.69.118 03/05 19:52
93,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,owo0204,"我直接告訴你這篇我覺得桶的算有理,因為",180.217.136.104 03/05 20:03
94,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,壓在桌上有猥褻意味,180.217.136.104 03/05 20:03
95,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,我噓這版主是因為其他案判定誇張,180.217.136.104 03/05 20:03
96,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,amare1015,可憐哪~,111.250.157.235 03/05 20:20
97,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,s859012,重點是壓在桌上吧？這麼多人眼睛有問題？,112.104.77.169 03/05 20:45
98,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,z7956234,握著手也是壓在桌上，請問你們是在談論,27.52.109.106 03/05 20:48
99,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,z7956234,怎麼個壓法？,27.52.109.106 03/05 20:48
100,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,Justice0800,壓在桌上是怪怪的沒錯 但不知道為什,118.150.206.219 03/05 22:32
101,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,Justice0800,麼 我看到你的公告就是想噓,118.150.206.219 03/05 22:32
102,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,XXXXHAY,這篇公告好色,39.9.232.153 03/05 22:35
103,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,lin0000030,看到有人一直重複推就想噓,180.217.187.241 03/05 23:22
104,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,推,thesoul,大不了不要壓嘛，在後面督促她練習右手安,42.76.26.178 03/05 23:58
105,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,thesoul,培可以了吧？,42.76.26.178 03/05 23:58
106,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,推,ryanworld,桶得好 補血,106.1.3.69 03/06 00:06
107,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,owo0204,我覺得水桶也有性暗示大家怎麼看,180.217.136.104 03/06 00:06
108,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,a39452011,板簧可能自然沒學好啦,150.116.202.98 03/06 01:01
109,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,happy1712,唉,42.74.200.131 03/06 01:30
110,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,funami087,我就噁男,101.15.162.147 03/06 09:28
111,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,oxfoo,什麼時候下台？,223.140.32.225 03/06 12:55
112,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,噓,tor211231,就是因為亂桶又雙標，才會一直有踩線,49.216.100.25 03/07 01:51
113,https://www.ptt.cc/bbs/Beauty/M.1583374986.A.B18.html,→,tor211231,的留言,49.216.100.25 03/07 01:51
0,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,推,owo0204,好想跟她一起瘋狂使用牛頓第一運動定律,180.217.136.104 03/05 11:48
1,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,→,owo0204,計算公車煞停慣性,180.217.136.104 03/05 11:48
2,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,推,kwinner,司機我要上車,39.10.32.59 03/05 11:50
3,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,推,derekg8,1樓掰,115.82.8.165 03/05 11:51
4,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,→,adgbw8728,1樓掰,223.137.93.11 03/05 11:53
5,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,推,Aceplayer,唉 言論自由呢QQ,42.76.220.223 03/05 11:59
6,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,推,macacasapien,1樓QQ,111.71.66.224 03/05 12:09
7,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,→,davidtai12,1樓再見了 版皇討厭數理,110.28.6.20 03/05 12:10
8,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,噓,gen5566,公交不用桶嗎,111.82.136.65 03/05 12:11
9,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,推,Relaxmood,鳴笛聲～悄悄刺進耳朵～,111.83.195.126 03/05 12:25
10,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,推,Ccsleep,突然懷念上簡諧運動的時候,180.217.209.49 03/05 12:35
11,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,推,JerianGrant,唉   一樓幫QQ,223.141.27.31 03/05 12:38
12,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,→,lunawolke,再看？回家就被老婆教訓,114.37.202.77 03/05 12:38
13,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,噓,david0426,S.H.M,42.74.43.70 03/05 12:38
14,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,噓,johnny1229,公交殺小？,210.63.204.2 03/05 12:43
15,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,噓,eddy60312,中國人嗎,180.204.147.117 03/05 12:44
16,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,噓,jimmytaipei,喔,223.136.181.30 03/05 12:45
17,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,→,jimmytaipei,你支那人逆,223.136.181.30 03/05 12:45
18,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,噓,lipsred1006,公交三小,101.15.177.73 03/05 12:48
19,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,噓,belucky,一樓懷念你,39.10.30.101 03/05 12:52
20,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,→,KSWang,版皇最怕數學物理了 挑戰極限 一樓物理老,223.136.84.189 03/05 12:53
21,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,→,KSWang,師？,223.136.84.189 03/05 12:53
22,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,噓,js52666,親 為何用vpn,118.170.115.249 03/05 12:54
23,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,噓,morgankhs,公交？,101.14.161.117 03/05 12:55
24,https://www.ptt.cc/bbs/Beauty/M.1583379997.A.02B.html,噓,kk55662003,交個屁,39.12.7.114 03/05 13:07
